id,Tempo,BeatCount,HarmonicMean,HarmonicMedian,HarmonicMin,HarmonicMax,PercussiveMean,PercussiveMedian,PercussiveMin,PercussiveMax,rms_average,rms_std,rms_max,dynamic_range,zero_crossing_rate_average,zero_crossing_rate_std,chroma_average,chroma_std,MFCC_average,MFCC_std,spectral_centroid_average,spectral_centroid_std,spectral_centroid_max,spectral_bandwidth_average,spectral_bandwidth_std,spectral_bandwidth_max,spectral_rolloff_average,spectral_rolloff_std,spectral_rolloff_max,spectral_contrast_average,spectral_contrast_std,spectral_contrast_max,spectral_flatness_average,spectral_flatness_std,spectral_flatness_max,onset_strength_average,onset_strength_std,onset_strength_max,low_energy_ratio,mid_energy_ratio,high_energy_ratio,class
classical.00038.au,112.34714673913044,24,0.017817158,0.01073437,-0.22979152,0.22884987,0.0009505375,0.0003928885,-0.14797823,0.15369989,0.04399298,0.033518635,0.21945025,0.21447878,0.03836179941270302,0.014664049352776447,0.35989156,0.30435094,-15.167154,105.302055,1262.4502488123233,303.64063620113717,2113.9700837180144,1309.5094088821322,227.71347016687255,2846.067330362087,2338.1937331407776,595.423630739389,3983.642578125,11.86054278323988,4.393324350840531,42.29554417164859,1.2112727e-06,3.2702006e-05,0.0015934637,0.73013586,0.5092638,12.822154,0.37827405,0.4254663,0.1962597,classical
classical.00044.au,79.50721153846153,33,0.009189284,0.0065029813,-0.07486966,0.07558936,0.00022820236,0.00013265073,-0.007133028,0.006080014,0.017829971,0.0069319084,0.04938853,0.046615433,0.03619795443010441,0.012645997061682708,0.3022032,0.29588053,-24.29022,134.99777,1118.1378385339515,302.1970381064439,3105.519158049837,1301.9019229864414,287.94439820210823,2972.2994122937516,1932.3682555158287,661.4508107272609,6718.359375,13.112872618999278,4.1708776826341145,39.14535653053973,8.3267906e-07,4.458803e-06,0.00021096035,0.72953165,0.37681124,6.3821545,0.39376077,0.47239667,0.13384259,classical
classical.00037.au,166.70866935483872,57,0.01789205,0.00976463,-0.2509444,0.2709717,0.00082420436,0.00036235116,-0.06958928,0.07187452,0.040952045,0.030991795,0.26911247,0.26701364,0.04767501842855762,0.02205817703116029,0.33640552,0.3045971,-16.413338,100.519356,1453.7986158463248,423.53836165010296,2610.2350920535673,1413.3022886702452,239.1184574049112,2044.5585194133057,2701.7418876921315,740.3028398901367,5340.234375,12.680510344855605,4.56002877405543,50.251579705632835,6.8911436e-07,1.4430043e-06,2.7344313e-05,0.85938567,0.3954834,4.429048,0.3263529,0.41453704,0.25911006,classical
classical.00039.au,184.5703125,66,0.005725215,0.0032661697,-0.17770317,0.16041996,0.00023051561,7.768201e-05,-0.021398684,0.023140593,0.012649693,0.014941688,0.12465259,0.12339181,0.0556193128262761,0.025944814428278184,0.3004012,0.3159691,-22.33897,130.53331,1555.5506949875733,400.12950689375833,3020.329803179398,1658.873111186816,270.13619819299845,2705.6341567413815,2956.92261935057,891.8576298234287,6223.095703125,12.305900044402104,3.952314186725695,30.17241379903549,2.7137137e-06,3.1936938e-06,5.0312792e-05,0.86320764,0.39806867,6.2803607,0.31614366,0.43844813,0.2454082,classical
classical.00054.au,86.1328125,39,0.05583683,0.03533327,-0.5253791,0.5133213,0.00409555,0.0026082024,-0.09020314,0.08518517,0.17346795,0.050012793,0.2870149,0.2870149,0.0583690328202322,0.02105825874360036,0.34163815,0.30567947,-1.1518819,81.47222,1625.9651285083462,395.1072436707358,10050.558917298593,1574.0100456468542,257.5804119310109,6803.529248182201,2736.8382097579597,709.7656204900877,18238.623046875,12.375460361770852,3.605486325600528,32.4083737525777,0.0036044933,0.059927776,1.0000007,0.9664706,0.3306048,3.6216996,0.2452285,0.39913267,0.3525935,classical
classical.00049.au,99.38401442307692,43,0.03747816,0.02374127,-0.3781294,0.46157312,0.0027311123,0.0016032173,-0.054043915,0.062095556,0.12312468,0.06476255,0.2903797,0.28327817,0.05681390437548375,0.019863813426788442,0.35280016,0.28433692,-3.357834,78.403534,2129.861183572644,586.9397715723987,4159.090349331875,2185.114507609096,331.81351753557396,3108.2633102072073,4261.731524106051,1299.4921253406326,7838.0859375,14.093128727114294,5.25406708162751,43.37479125508329,2.2382771e-06,6.1713245e-06,0.00021313473,0.9792996,0.6215526,5.7001348,0.2582831,0.3816366,0.3600803,classical
classical.00045.au,184.5703125,85,0.06749991,0.05015483,-0.51523495,0.49650285,0.0028132515,0.001319797,-0.10266012,0.100270145,0.13729343,0.045165185,0.3018398,0.2736165,0.03135934193439784,0.008617720681605809,0.28869358,0.29890543,-6.5792227,88.26055,1116.983321115916,162.65799469992655,1759.5258500055372,1382.7853494761368,179.85164876641005,2630.5271391304523,1822.3683242519744,325.7274053873258,3854.443359375,12.811504370383414,4.770312534039372,41.00719099816078,4.1377382e-07,1.4002347e-05,0.0006958753,0.8273939,0.8413803,8.06745,0.3868309,0.48219794,0.13097116,classical
classical.00061.au,151.99908088235293,73,0.01891804,0.011572929,-0.35682347,0.3534564,0.001056806,0.0005379271,-0.0428299,0.032090873,0.04774201,0.03088064,0.18571402,0.17856325,0.03855269359048724,0.01554572275994042,0.3425697,0.2928449,-10.747612,108.21985,1269.7717433575056,419.6218384103106,4444.040437404227,1484.9662415385558,434.6511893738258,3592.3372513859467,2375.806697882736,1053.2343983399774,8807.080078125,16.152616939823975,4.825611312415041,37.58897092627144,9.2214225e-07,1.4925905e-05,0.0007237718,0.87277836,0.6265341,5.3256736,0.40538475,0.42083684,0.17377837,classical
classical.00055.au,77.1338619402985,38,0.009320872,0.0049659354,-0.103015624,0.08292772,0.00011360809,5.3041902e-05,-0.004255773,0.0055529075,0.013027808,0.010658042,0.060452733,0.0595414,0.02989957946635731,0.012239291431733393,0.23944567,0.30256194,-27.895195,150.18883,980.7013747247223,326.07605396376505,2184.804534968437,1217.637889952387,383.38537721451405,2324.7527262572057,1587.2671121106473,690.9994773909368,4069.775390625,13.09150345489965,3.6442743124216608,32.07631858092869,2.876492e-06,7.201017e-06,0.00024337244,0.6592715,0.24169049,2.8405683,0.49525753,0.39441836,0.11032408,classical
classical.00057.au,107.666015625,43,0.007701532,0.004608161,-0.09990725,0.12511966,0.0003570194,0.00013584411,-0.017115168,0.01504646,0.016583353,0.009907681,0.06734495,0.06672116,0.04876713704804718,0.02301215051422815,0.294563,0.3013708,-22.218714,126.82939,1690.4267489842314,579.4612740644426,5427.02706156833,1822.14671699937,414.39381158284885,3618.8595979570073,3125.409412694676,1318.6477681049394,9259.27734375,12.897356187770885,4.379825456327749,42.38089675067307,5.4481247e-06,2.1369655e-05,0.0006793106,0.91501737,0.6490625,7.2820673,0.30982658,0.4285355,0.26163793,classical
classical.00060.au,120.18531976744185,50,0.01934296,0.011496633,-0.2544741,0.2473616,0.0018911747,0.001037546,-0.043033913,0.051605538,0.06799472,0.02875043,0.16544186,0.15626176,0.05299834142981438,0.01764788104200666,0.34522334,0.28913614,-8.159342,89.48656,1706.4236454577158,410.5921462981238,3146.7608856567695,1789.1000687410685,345.2493661230568,2751.681962402385,3187.4050475875406,909.7700732641172,6352.294921875,13.938253760193593,3.9388396147135607,36.465931065783806,1.0774257e-06,1.4424402e-05,0.0006925678,0.9334458,0.6154035,4.9257307,0.28147286,0.42993295,0.2885942,classical
classical.00058.au,107.666015625,52,0.0161754,0.012391962,-0.12820126,0.13788448,0.0003825642,0.0002692254,-0.012498718,0.010321765,0.029906772,0.011363699,0.077266194,0.073053986,0.04116724520253287,0.013742041668439014,0.3126508,0.2976335,-13.415712,124.963165,1066.0719518200228,175.41725532585087,1625.452518949972,1318.51843785418,235.8830426351776,2527.2546771603706,1674.0136559700734,388.0623772912749,3359.1796875,12.252917353418503,3.4338324299167966,30.72616570700752,5.3690377e-07,9.935789e-07,3.694387e-05,0.67868686,0.22674605,3.7308905,0.40867683,0.4807109,0.11061225,classical
classical.00059.au,117.45383522727273,54,0.021572165,0.0131039675,-0.3125356,0.30542305,0.0017271833,0.0008450076,-0.055328086,0.08018888,0.06844102,0.037151847,0.20811595,0.19851294,0.04720920642401392,0.016564698095583252,0.32699442,0.28916493,-8.821487,94.31219,1483.986869922411,337.24289549452067,2472.137118641555,1557.1965749201897,245.29529642234667,2423.5696386250715,2719.338442525957,631.6893118496108,5340.234375,14.674797860678877,4.377484393338087,32.78944509446764,5.367534e-07,1.6365933e-06,7.656693e-05,0.922199,0.6312807,5.364354,0.32662302,0.42180994,0.25156704,classical
classical.00048.au,166.70866935483872,84,0.05436389,0.040361457,-0.40923896,0.41641092,0.0033489752,0.0022664452,-0.068660274,0.052182607,0.16019951,0.05803235,0.31559345,0.2917778,0.04466699670862268,0.02321796808925499,0.36593926,0.294396,-0.57240325,85.601746,1462.4094708107602,722.9974658326304,3695.401595436925,1565.091591209975,528.6410148952232,2926.289830172107,2700.2304362243603,1555.268211321664,7192.08984375,15.214421102403463,5.1452412725033625,42.023736405259605,2.2616977e-07,8.930834e-07,4.320999e-05,0.80136955,0.40997103,4.4500446,0.36222824,0.42044246,0.21732928,classical
classical.00052.au,161.4990234375,67,0.011604751,0.0061559277,-0.15365902,0.1627249,0.0018487864,0.00078976946,-0.116924174,0.13266474,0.05472197,0.03684405,0.18097527,0.17959654,0.06713999359532095,0.028576870370551795,0.44598046,0.30239666,-10.260366,91.99089,2319.0465696940937,624.1923199455342,4550.0390293066785,2333.383290916721,430.5596386726738,3615.203839314444,4779.511869846804,1430.8262176174887,8936.279296875,15.554667988945468,6.754961508189494,43.838239447821266,3.273178e-06,1.2485472e-05,0.0005617022,1.0128943,0.70832103,6.805534,0.2725876,0.33247226,0.39494017,classical
classical.00063.au,103.359375,45,0.010424694,0.005403258,-0.15585057,0.14878474,0.0003234466,0.00021010466,-0.007072089,0.007231683,0.019999765,0.013673324,0.10773424,0.10456517,0.018096050548627222,0.003504583205197121,0.3108529,0.31175715,-18.603771,144.10966,633.5043391716266,71.4232352507986,1634.520555169196,1182.176269133862,247.08031193512494,3080.5843838371657,730.2000362632328,135.04381128528289,3316.11328125,11.603987473961087,3.178846403677069,30.322370496709674,1.1034028e-06,2.4383242e-05,0.001202542,0.46698186,0.330327,4.105244,0.71001416,0.24729522,0.042690583,classical
classical.00064.au,89.10290948275862,30,0.007151493,0.0029716697,-0.12964341,0.14446513,0.00023723046,7.870354e-05,-0.032016773,0.03385257,0.012398663,0.014006857,0.082430184,0.080862604,0.02141810016676334,0.006397204279069147,0.27103883,0.29906002,-23.404352,152.6759,971.4835518354289,231.99702447391462,1782.713190766695,1680.1077884476827,496.8737826105092,2810.858074362819,1420.1129925755802,906.4514112619662,5146.435546875,11.204239252827717,3.328892775356826,32.07784361368094,3.4046222e-06,1.299378e-05,0.0006083585,0.6713664,0.5475957,9.931467,0.57327557,0.32809156,0.09863289,classical
classical.00047.au,114.84375,57,0.0039865137,0.0029105064,-0.041166227,0.037290607,0.00014151033,9.087717e-05,-0.0023345028,0.0019830728,0.009462908,0.005321258,0.031813323,0.029926611,0.03340364885440835,0.010759295585262599,0.31647086,0.29184097,-23.96464,144.39082,1107.0041743570296,163.19246378791956,2071.842875713398,1392.2110880092598,123.65586118047813,2698.2211554088176,1957.3208190719158,404.64526160977334,3186.9140625,13.037274637356187,4.048688203797107,34.385191031904554,2.9030866e-06,3.3925968e-05,0.001672162,0.68501085,0.17226183,1.841952,0.4411634,0.41053355,0.14830308,classical
classical.00036.au,66.25600961538461,32,0.010053066,0.0045477776,-0.16269279,0.14322864,0.00017460423,8.670057e-05,-0.00586109,0.005780907,0.015858581,0.013931956,0.090602145,0.08949965,0.03027192696249033,0.018725594775844293,0.29975313,0.313273,-23.991152,133.90756,1179.7804137182445,477.6683555955847,3053.366193819094,1417.735322814621,355.381397181883,2569.695189343981,2209.3715207972823,1138.9162421314754,5900.09765625,13.023072440815287,5.434027392566204,49.44931014848029,2.3334715e-06,1.6948803e-05,0.0008088793,0.8510946,0.29297718,4.8620777,0.49151045,0.33442518,0.17406435,classical
classical.00056.au,87.5926906779661,42,0.06722823,0.048622623,-0.49521947,0.49000797,0.0037465515,0.0027925414,-0.08789638,0.096473895,0.1894085,0.06146505,0.31641316,0.30117545,0.04923292165187186,0.014435499955161971,0.3774929,0.2672602,1.8717952,79.64897,1594.3904540064743,321.75792477115664,3958.1296171897266,1643.1914855276261,236.95607678517246,2959.1893565896785,2981.740523256552,596.6893146115667,7558.154296875,15.885359584993244,5.92876648130177,61.0174884123654,7.645268e-07,2.260941e-05,0.0010904483,0.7602502,0.29054153,2.8450453,0.30720013,0.39287022,0.29992962,classical
classical.00053.au,215.33203125,97,0.042162027,0.02823728,-0.3415999,0.39644542,0.0035279193,0.0018467176,-0.1734093,0.15368597,0.1370809,0.05891582,0.29566932,0.28250742,0.04445578835227273,0.012961874953603751,0.37106815,0.27422678,-0.3264001,85.35408,1390.106445792591,331.129711991548,2670.4177337580595,1474.1984250094483,306.04969910240726,2370.1910034267453,2587.584781953376,740.0037394824163,5340.234375,14.745591419056664,5.5101959641151685,54.50588131242919,3.0825282e-07,5.2016035e-06,0.00025898285,0.82861125,0.6496099,8.059686,0.32797998,0.4580315,0.21398848,classical
classical.00065.au,126.04801829268293,53,0.015917452,0.008970153,-0.28126934,0.25706166,0.00052862265,0.00018418889,-0.03611635,0.03474622,0.028833931,0.022996621,0.16402052,0.16152456,0.023815323194605567,0.00790696682509747,0.26663095,0.30454877,-21.365316,135.228,781.1074632932894,116.27827305799988,1473.4798008898279,1179.3918099738764,299.6133894198072,2491.3409691487404,993.5521625928848,274.4331463412808,2304.052734375,11.905857912265098,3.5660470598516945,27.189143804656815,8.064025e-07,1.1211816e-05,0.00055135164,0.6470985,0.6917776,6.754692,0.5233448,0.42311007,0.053545125,classical
classical.00062.au,90.66611842105263,19,0.011342523,0.006392194,-0.2679448,0.2698526,0.0014502953,0.00033237538,-0.15530632,0.15686373,0.03859269,0.036504537,0.23743208,0.23719591,0.03786709837828693,0.019624566066491787,0.39201796,0.29892343,-12.288064,114.65925,1339.6990001376525,607.5336927599916,3964.226218654723,1643.492806078255,483.8325445711573,3379.2529155508955,2508.1271789749594,1491.020810660165,8096.484375,13.841921179775131,3.7935206171486127,29.84999774274973,1.47161145e-05,7.5682365e-05,0.0010982376,0.8368012,0.77321035,10.379226,0.4245098,0.37907657,0.19641365,classical
classical.00051.au,135.99917763157896,67,0.016594298,0.011571245,-0.21738024,0.23316944,0.0022371847,0.0007014121,-0.11225879,0.1242775,0.08018054,0.056794163,0.22985788,0.2272383,0.031116780850909444,0.021863526944165435,0.49887598,0.29739907,-3.9802823,104.479385,1452.2671890273791,497.17422516882584,3356.1832085618385,1966.8575536994879,413.09280645448445,2943.5659062760633,2956.112170977231,1277.187631691201,6761.42578125,14.213009917660237,4.57908929035568,41.42601362380287,1.119655e-06,1.1261694e-05,0.0005457258,0.87913024,0.40060866,10.855002,0.5048242,0.26975843,0.22541733,classical
classical.00066.au,139.6748310810811,70,0.018361434,0.009946177,-0.24913521,0.16826473,0.0005144984,0.00021179006,-0.094077304,0.07576454,0.031392477,0.023913916,0.13820279,0.136149,0.02258838910237819,0.005206540538109927,0.23965906,0.29944468,-20.68422,137.00957,731.1018410040983,150.51008667516578,1758.2732733753041,1138.581765468271,307.8794163654422,2914.6544016405437,908.28734158693,342.4160784100802,3768.310546875,12.7564177503849,3.414007164665242,31.129967638203915,1.1419479e-06,2.5158972e-05,0.0012369348,0.6043543,0.6188264,7.7761993,0.58291614,0.36134243,0.055741455,classical
classical.00072.au,120.18531976744185,57,0.007710475,0.0041416977,-0.09466352,0.12331974,0.00038053884,0.00019747936,-0.0068115895,0.009400818,0.020589009,0.014376679,0.08557347,0.082712784,0.03231946055684455,0.015452848724380481,0.35536277,0.29367533,-14.8225355,128.10143,1203.334886090384,358.12515226792976,2417.236985249108,1542.3397956927467,266.0999462908282,2420.004041696795,2323.68337028578,699.6601805460897,4543.505859375,12.786644315506859,4.228660834967741,44.07272685770216,1.6204383e-06,8.438382e-06,0.00040058736,0.82151604,0.54694355,5.5467396,0.46547535,0.32540986,0.2091148,classical
classical.00067.au,143.5546875,21,0.014258203,0.004907736,-0.23570569,0.22561426,0.0005949836,0.00016890306,-0.055930693,0.047742214,0.03137134,0.03680281,0.21283853,0.21243939,0.02374810427542537,0.009780457535921164,0.34918478,0.3081647,-19.755014,131.46646,949.0889778618011,437.8392767830426,3327.3108952672324,1467.937075449173,643.368906460564,3532.1832661826825,1596.622131546468,1500.6606458055421,8161.083984375,11.573295992866278,3.4795107969031083,32.122565308777254,4.752269e-06,1.3190638e-05,0.00013765458,0.4849332,0.6670307,8.787953,0.5539122,0.33514464,0.11094312,classical
classical.00068.au,83.35433467741936,40,0.03027467,0.019366795,-0.31554362,0.3427213,0.0009133838,0.00054732454,-0.023723966,0.030372819,0.05703236,0.030344639,0.15667298,0.1485557,0.048041701409029386,0.010389528095612076,0.28970724,0.28882873,-12.540084,99.719864,1455.5751612186812,227.33218159032452,2491.044384330723,1491.2288088777007,219.16279469517346,2367.6579237577234,2592.778268621488,498.0241335668444,4651.171875,12.950736684983845,4.264515241318964,47.759506880536634,8.850556e-07,1.5759842e-05,0.0007685874,0.8389972,0.44618908,4.3102407,0.27373278,0.5023873,0.2238799,classical
classical.00069.au,68.90625,28,0.016947968,0.012118241,-0.18635684,0.19161959,0.00037196116,0.00026353978,-0.033418737,0.024563665,0.029035399,0.012436836,0.11055305,0.104655,0.03993445777745553,0.011145893971052935,0.2764032,0.29184762,-14.959584,114.42953,1256.9712068352706,195.08323932496515,2020.548077116261,1407.530504868322,189.53544744883826,2523.031875606012,2245.599206185108,403.9376929606778,4328.173828125,11.744689333180766,3.9173852230911623,44.638582774352145,1.0832898e-06,1.6266353e-05,0.000789657,0.7152253,0.23808314,3.0254824,0.3560687,0.45656732,0.187364,classical
classical.00070.au,156.60511363636363,71,0.015867105,0.0070878733,-0.29409894,0.2508242,0.0005206552,0.0002626133,-0.013103545,0.013164895,0.031606834,0.02661072,0.14758503,0.14628816,0.035830327363689095,0.012914566163963598,0.29695448,0.3011017,-15.078217,115.171265,1273.769320882617,299.94346839655236,2329.0062107420367,1509.2419253730118,271.9142909758716,2452.932912789448,2353.7474393067996,634.9668990763806,4478.90625,12.483148235098461,3.9207835998665557,35.66884359642191,1.5696124e-06,1.22581505e-05,0.0005951439,0.8151453,0.54137784,5.6901445,0.38662845,0.4175621,0.19580947,classical
classical.00071.au,143.5546875,72,0.029273352,0.014144966,-0.40466687,0.39832172,0.00071088294,0.00041107714,-0.01598549,0.017367775,0.05134252,0.04031346,0.22192219,0.2200685,0.038411080698955914,0.012779973731787748,0.24963266,0.29581144,-12.270783,102.63132,1318.7118097276598,269.89553544530867,2249.4559439232944,1485.1969342822335,219.56713230901312,2203.0354677489418,2465.1835189968447,535.0923393862506,4371.240234375,10.93760507718063,3.795205749065782,29.313963069809944,1.1365909e-06,1.7396787e-05,0.0008339696,0.835689,0.3745695,3.5591247,0.34463406,0.43962345,0.21574247,classical
classical.00080.au,105.46875,41,0.0013542993,0.00066079013,-0.023128599,0.023138039,0.0001095289,4.1552285e-05,-0.016712623,0.0026784819,0.0052589057,0.0054624868,0.02616214,0.025856422,0.016176535008217325,0.006275463253654665,0.5295336,0.28482956,-25.72563,172.30324,914.3540675332011,297.6478885858948,2231.8738030487657,1513.0880213252449,443.8671644085371,2946.52778026918,1788.8603285003562,993.1561686266078,5663.232421875,11.28982721143784,3.9428936238176147,35.75418040616367,1.1299146e-05,2.8835135e-05,0.0011040114,0.7635129,0.19331408,2.23503,0.64555794,0.22723255,0.12720953,classical
classical.00077.au,172.265625,80,0.007927579,0.0042824834,-0.098649584,0.10216686,0.00025871297,6.5280095e-05,-0.019888885,0.01684893,0.016618997,0.017848276,0.09664774,0.09638254,0.02423846251450116,0.00818359573079808,0.28448024,0.30371308,-28.35182,147.96506,782.4072447545328,221.61213105115579,2003.0755473605832,931.1567044699074,253.0594075272729,2404.894370246323,1191.9802786861258,504.6836239737389,3983.642578125,13.450472375546726,5.726248936704328,53.066947651010004,3.5947762e-06,1.7364306e-05,0.00038511868,0.53646725,0.6512825,9.907516,0.48757607,0.44299617,0.06942775,classical
classical.00082.au,112.34714673913044,49,0.018808715,0.012853191,-0.1969617,0.173699,0.00067247887,0.00044656958,-0.013168921,0.01712606,0.0428544,0.015178803,0.09455143,0.08425874,0.044210600650135344,0.01642003766532695,0.32518902,0.2914481,-21.50213,108.9838,1365.6636841405461,336.9335866007384,2329.5587660756646,1367.2314127485483,250.87644545664594,2204.5701099317753,2398.9619053147903,648.4631158252364,4392.7734375,14.544881309538315,5.2300136364064915,38.34461499339925,4.7087485e-07,2.3763175e-06,0.00011470359,0.7749592,0.30912256,4.0758643,0.30239087,0.49875584,0.1988533,classical
classical.00083.au,73.828125,30,0.020051338,0.010836992,-0.18602194,0.19116415,0.00053790404,0.00038385135,-0.016287822,0.013666594,0.041763086,0.021917393,0.111725666,0.10931716,0.025484655959976798,0.005762018429070472,0.31237954,0.29278857,-17.787373,123.472595,822.5621761146376,143.3281685561875,1391.5207373100154,922.8139718979381,154.39679717406634,2218.9317894593346,1355.8991571979336,309.6791557038237,2390.185546875,14.21642857334147,4.810906882825012,43.80982621006766,2.690402e-07,9.774799e-07,3.518005e-05,0.621789,0.1668875,1.6715198,0.48340166,0.4414205,0.07517783,classical
classical.00075.au,114.84375,46,0.008715359,0.0055307723,-0.11775526,0.119989716,0.00019141553,0.00010386396,-0.0035971352,0.0034821082,0.016386298,0.010130449,0.07650485,0.07481036,0.030702052518368137,0.013670901835036227,0.27459514,0.30279782,-19.430563,134.01717,1080.653465770901,281.0353535712719,2179.27186192874,1345.6142949078373,196.70647696718302,1993.7765660357134,2032.9938956891287,591.5922802993582,3725.244140625,14.047033008018955,3.6599666852535475,33.08802495056837,1.1441584e-06,2.4791323e-06,0.00010937539,0.72852415,0.20839562,2.0784678,0.4275655,0.39877728,0.17365728,classical
classical.00087.au,107.666015625,44,0.00855255,0.00546383,-0.090751275,0.08895648,0.00034327473,0.00022511321,-0.0057933573,0.0060154414,0.021422414,0.01134755,0.053676866,0.053188,0.025644017667246714,0.006691583742989088,0.34675607,0.290352,-20.625765,137.1495,847.1862440772892,176.01296885908943,2090.4350242160635,1023.0377129685262,216.1184231201124,2710.585861116225,1425.697947946356,439.5728214237302,5060.302734375,13.75243350621817,4.2542954188483675,48.79068901072414,1.8446766e-06,2.2054595e-05,0.0010079483,0.6584584,0.20582095,1.8421077,0.51404667,0.40423533,0.081718,classical
classical.00079.au,143.5546875,61,0.0101073,0.005993611,-0.1586113,0.1624855,0.0002629375,0.00012935867,-0.014094024,0.014320575,0.01865118,0.012332917,0.10027899,0.10004366,0.02610605332801624,0.009858484537151477,0.2694926,0.3029665,-24.669567,141.16663,773.2932852924586,181.8714497700925,1954.089838492104,846.3279946201984,199.81154951639328,2818.9367374917597,1126.7757055425488,380.7552367822146,4220.5078125,12.619999140408792,5.278017204975371,44.65905361585889,1.7115034e-06,1.5303274e-05,0.00050334417,0.69554067,0.6189669,5.346,0.47179365,0.4688196,0.059386794,classical
classical.00078.au,67.99958881578948,21,0.0036456357,0.002151754,-0.05003779,0.05349597,9.9004734e-05,5.8715268e-05,-0.0070700315,0.006430071,0.006562065,0.00450097,0.031770688,0.031536337,0.020742889899941996,0.005678688740873607,0.30416694,0.3028485,-29.412212,166.55385,683.6662230190403,201.9444393341529,2149.8158321342185,937.2472646340943,274.76264663022647,3243.9256773437196,986.2312242340188,528.8556040146467,4629.638671875,14.211489748436078,4.59565117324691,63.53044487578523,6.078007e-06,3.86364e-05,0.001284471,0.6100099,0.49323988,8.966262,0.59262854,0.3498119,0.05755957,classical
classical.00081.au,147.65625,73,0.0074429335,0.0048666066,-0.07932641,0.08755263,0.0002684486,0.00017689492,-0.009092922,0.010961206,0.016452914,0.0072429706,0.04286626,0.040721446,0.03056176134715777,0.01122819994792207,0.33575013,0.29816753,-18.767862,132.84409,1138.9807485207018,282.46450890869323,2290.485063919103,1418.942014265976,233.78626787094754,2221.9783845720667,2024.0684882049063,562.1264754990165,4134.375,14.525583197627263,5.384779514877692,46.59337478970948,1.4706147e-06,7.3929946e-06,0.0003526711,0.81438714,0.2347506,2.1792026,0.43873042,0.40222725,0.15904233,classical
classical.00073.au,129.19921875,56,0.022348195,0.014099065,-0.20228653,0.22254615,0.0006412932,0.00034672342,-0.014558508,0.014112105,0.043346003,0.024619026,0.12418622,0.120664015,0.03570646328789637,0.01197850177642702,0.25535095,0.2944862,-15.97358,114.156494,1145.5227092509494,314.59743132953065,2452.7963964249416,1251.0410588322532,301.77154697373436,3030.128704660393,1986.3064744185158,650.7370014935902,4500.439453125,12.390920020183835,4.179483921781703,57.350578929993006,1.6494496e-06,5.1482682e-05,0.0025369169,0.8203025,0.52514315,4.9004145,0.32243627,0.52097785,0.15658586,classical
classical.00088.au,105.46875,52,0.008812275,0.0044345283,-0.10816485,0.11687693,0.00070371106,0.00035496766,-0.04314949,0.036634274,0.027986918,0.015782353,0.0920821,0.087973155,0.03566114716260634,0.011344367770026327,0.34130746,0.29608446,-17.264717,116.0408,1264.0564408940763,244.5906947395561,2954.779945026112,1375.3450112305336,218.1226085514804,3008.2746158924424,2272.200076820796,536.3172991846179,6309.228515625,13.760001315081913,4.559418555605841,44.56669966207661,2.4622234e-06,6.4828506e-05,0.0031106109,0.9284783,0.5016511,5.052892,0.37983346,0.43916297,0.18100363,classical
classical.00084.au,112.34714673913044,14,0.007739339,0.005217811,-0.093520544,0.11341717,0.00050942623,0.00020369046,-0.035956703,0.039207824,0.021768212,0.014330563,0.08925519,0.0880708,0.029104659101894817,0.007194147303514618,0.29616272,0.28688908,-21.597275,129.05733,958.1016577819163,154.80155307445622,1532.804219624774,1070.337726306353,147.14101797664364,1813.5952518068555,1670.445246494554,319.62362085620504,2734.716796875,14.78913346129764,4.683080086474355,43.270944053582845,7.926522e-07,5.036424e-06,0.0002350558,0.7238486,0.47093448,4.4184456,0.44915408,0.4400226,0.11082333,classical
classical.00085.au,107.666015625,52,0.008552184,0.0057181395,-0.104311705,0.1092531,0.0010249281,0.0005787881,-0.022198781,0.024802106,0.038628846,0.020645317,0.12571245,0.12000351,0.04644883960508507,0.0157618511819616,0.34815037,0.281762,-14.840276,108.56609,1475.2912402221257,429.86131998784964,3900.684179521834,1509.5771112987234,412.9289212655243,3088.2660477054465,2645.5328627595686,924.7121858199275,7751.953125,13.304302605689056,4.606772403199905,40.2654727239517,9.133146e-07,1.533028e-06,6.1623425e-05,0.89439774,0.55705696,5.193268,0.2874758,0.49276784,0.21975635,classical
classical.00074.au,161.4990234375,75,0.014190101,0.008150749,-0.1717668,0.16555718,0.0008131489,0.0003637023,-0.028148921,0.032351103,0.036944117,0.027249442,0.16828586,0.16402042,0.03652083182279582,0.012215441919398305,0.28342018,0.29074526,-14.099786,111.06555,1262.039556043522,294.7703818510397,2317.9272779317835,1462.4977155947904,243.1747226650066,2264.291766824352,2380.023909081077,617.3248903953057,4629.638671875,13.548807108112038,4.255541925234724,37.50707455880684,1.2177429e-06,4.55911e-06,0.00021188596,0.8938028,0.602554,6.7425747,0.38440928,0.4147972,0.2007935,classical
classical.00089.au,97.50884433962264,35,0.021645509,0.015325659,-0.22179078,0.22132915,0.00047027695,0.00018080822,-0.026751665,0.02942699,0.034777146,0.015691105,0.09183085,0.086892866,0.08498284029389018,0.018829828163198857,0.22894002,0.2991515,-16.145706,113.263084,2384.3385144616104,330.5689115691723,3390.5333464460173,1850.1635326403084,151.4458830390256,2400.3262509384645,4189.295189077769,601.2420285280754,6158.49609375,14.756989456867524,3.8810489663931227,33.50810342244064,7.694852e-07,3.2437006e-06,0.00015465755,1.0468735,0.59546274,5.23283,0.116563365,0.40235206,0.48108461,classical
