id,Tempo,BeatCount,HarmonicMean,HarmonicMax,PercussiveMean,PercussiveMedian,PercussiveMin,dynamic_range,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,spectral_centroid_std,spectral_bandwidth_average,spectral_rolloff_std,spectral_rolloff_max,spectral_contrast_mean_0,spectral_contrast_mean_1,spectral_contrast_mean_2,spectral_contrast_mean_3,spectral_contrast_mean_4,spectral_contrast_mean_5,spectral_contrast_mean_6,spectral_contrast_std_0,spectral_contrast_std_1,spectral_contrast_std_2,spectral_contrast_std_3,spectral_contrast_std_4,spectral_contrast_std_5,spectral_contrast_std_6,spectral_contrast_max_0,spectral_contrast_max_1,spectral_contrast_max_2,spectral_contrast_max_3,spectral_contrast_max_4,spectral_contrast_max_5,spectral_contrast_max_6,spectral_flatness_average,spectral_flatness_max,onset_strength_average,onset_strength_max,mid_energy_ratio,high_energy_ratio,mel_mean,mel_std,flux_mean,flux_std,class
disco.00013.au,178.20581896551724,88,0.03007839,0.25946927,0.006727962,0.0037454092,-0.5383703,0.2955283,0.346519,0.38908762,0.45876878,0.5051133,0.6147742,0.579739,0.5397785,0.55532545,0.5234539,0.5291293,0.45598736,0.4549872,0.21010847,0.2402791,0.2720739,0.2643676,0.30010417,0.29332727,0.27680597,0.29843158,0.2620206,0.31276384,0.244128,0.25857037,-126.41355,154.47818,-60.575867,89.3245,-19.018988,16.958536,4.9674335,-15.493713,20.93139,-16.01751,15.4967785,-2.9283843,-1.8624421,752.2998828395145,2948.2745733445286,1163.6391442801075,9560.7421875,19.84877910209352,10.723632904473076,13.047179115153407,17.17711205493183,15.481581509718344,15.714985860810721,69.01569127172687,5.488504005263261,3.735924427953107,3.4186181054838496,3.8953488596941437,2.755837437945492,2.2750321442467962,3.850105812884153,62.560243826767405,30.994367044744767,30.292409978325963,33.32192188116805,27.636558623202067,25.311634490751878,75.64159643182232,2.0125433e-06,0.0021980146,0.89139736,11.537519,0.20165166,0.51424104,5.447606,38.74072,1.013746,0.89139736,disco
disco.00012.au,112.34714673913044,56,0.042303953,0.42950597,0.011000005,0.0035754591,-0.3869678,0.29784822,0.58240306,0.5209325,0.47361773,0.44565988,0.49340838,0.45854148,0.40663052,0.49449253,0.4868018,0.53121,0.48958215,0.4922965,0.3535956,0.31834254,0.30251613,0.29754472,0.3059886,0.30582553,0.27521643,0.3022379,0.280484,0.3057651,0.2826323,0.31299064,-144.35431,164.80495,-77.1581,56.833275,-12.986315,24.42986,12.827408,-11.547853,26.159586,-11.490103,13.102925,6.0318956,-2.1597285,705.1678855956764,2506.378887864716,1424.4293317905108,9237.744140625,12.91365308936341,10.118222658547568,15.188913238914617,16.935882966982813,17.142588752769306,18.026308710412174,67.91150259897316,4.444173821028977,3.561499202012832,4.7815934897263785,4.815158648129286,3.758130032812446,3.4872949993139377,4.068733779419339,47.44154584390506,25.796114949092537,34.599442828513595,40.50303740692634,32.675962555925246,31.304652144928237,75.61300671685274,7.3670947e-07,0.00014461698,0.9770606,14.738204,0.28165102,0.45408273,5.790171,41.811737,1.0939832,0.9770606,disco
disco.00014.au,103.359375,52,0.04114274,0.3503377,0.008518332,0.0038327319,-0.22462754,0.22583248,0.6158945,0.4175884,0.37924927,0.4610079,0.4975961,0.62688595,0.5017797,0.5164491,0.5205671,0.49483657,0.58440876,0.50015336,0.29921085,0.22826417,0.21174398,0.27615348,0.2543332,0.29270065,0.24196608,0.23946361,0.26688015,0.24653624,0.28787374,0.21978103,-116.57589,173.14241,-81.84119,78.18317,-24.01038,16.50443,7.7797036,-11.954943,27.358326,-18.221792,17.58727,1.9014267,-5.881437,565.3836144786278,2724.6796967995783,1096.3730509518243,8591.748046875,17.82776342680725,10.47510295787317,14.070849306495893,17.303241253350816,16.446199343335852,17.582230796360935,70.89337126550615,4.382743688494026,3.575514444489843,3.684409692906512,3.9733876115780573,3.351763449407585,2.9008797114952283,3.2713576792275334,48.896236081541105,27.908720892846503,34.49921852966599,36.927631704150954,32.95281133384063,29.005070833680122,76.41396945341428,1.3712494e-06,0.0014081927,0.73561215,7.4392533,0.24302319,0.5055878,5.2600675,28.16133,1.0002635,0.73561215,disco
disco.00017.au,123.046875,62,0.014831199,0.27294326,0.013266194,0.0023069875,-0.56142634,0.32511556,0.5168435,0.4535142,0.52679944,0.5131665,0.43365997,0.46606502,0.42807794,0.5358659,0.39114544,0.34536693,0.49823254,0.4224382,0.31218523,0.2357577,0.2929484,0.28979746,0.2686913,0.30740818,0.22747745,0.3279352,0.22121817,0.2155685,0.30872044,0.21954262,-178.34631,172.68405,-45.364365,53.567333,-11.884809,12.415597,0.7331357,-12.275766,14.010547,-18.852901,3.1926048,-6.1914787,-5.86039,915.7755713543804,2501.5118905565396,1922.3923076187393,9711.474609375,21.562224210688093,8.296128523517554,14.467856076402041,16.924202411602767,16.687474881057902,17.25891897383639,66.3722801481183,5.499995628289158,3.0569047056040044,3.8487853151785014,4.339809769799501,3.336324451163454,3.119639771338752,4.978532848994793,48.51408242457051,24.1722275790502,34.41680100665519,36.006523853970144,28.391880883159487,29.83425401369064,75.75556190044168,1.4598169e-06,0.0011027014,1.1736594,10.448457,0.29906133,0.37643877,3.0915825,31.932716,1.135586,1.1736594,disco
disco.00019.au,117.45383522727273,57,0.02603875,0.38313082,0.011188534,0.002882546,-0.5787441,0.3449384,0.4376345,0.40842268,0.52522045,0.5198483,0.49857098,0.5438725,0.4547587,0.5145518,0.48575756,0.58245575,0.6485825,0.4847015,0.2784573,0.22435515,0.28586382,0.30610988,0.29690218,0.2944341,0.23546168,0.2765658,0.26181757,0.28048727,0.29131627,0.2442468,-173.16365,185.32391,-56.62736,25.065613,-0.56456375,23.793858,11.966496,-4.4850616,15.844321,-5.8283873,13.234528,4.346359,-0.57339597,886.3298371499742,1985.9665594066369,1999.0493607062815,9862.20703125,18.89608161718963,10.371020049578522,14.848681016010351,16.534882776458037,18.21089365115814,18.97365234688389,63.478141600236654,5.267906625432741,3.58461892453597,4.226626602082568,3.809017284209003,3.3038985533734513,3.3159145581635032,7.623182215347798,54.75767302966042,26.89279878312227,35.47032156049876,33.871205752584665,31.93895144766816,29.786889913371844,77.67224098899376,6.6411263e-07,0.0005022359,1.4317255,15.7721,0.36402485,0.31744894,4.115174,24.180704,1.0823324,1.4317255,disco
disco.00015.au,120.18531976744185,58,0.045623776,0.36011136,0.0077218534,0.004153778,-0.42475066,0.3653158,0.48552835,0.40111312,0.4933171,0.4555505,0.53097147,0.46681848,0.49868667,0.5462274,0.42296654,0.5077364,0.44729942,0.54098207,0.26832932,0.23362586,0.2916524,0.27617958,0.28628647,0.26021248,0.28516957,0.29735148,0.21789078,0.29886,0.23481068,0.29256776,-127.02562,186.04884,-31.285828,59.180332,-25.251232,12.577465,-1.7160282,-8.891135,23.084272,-20.884623,5.832128,-3.1803257,-1.6256465,813.5835592112231,2551.91085838961,2279.7175784023175,9388.4765625,21.39182310887796,9.322080211127414,14.267353878074976,18.94834617405909,17.354626269446193,18.409154811940752,65.43120771773486,5.143224044192936,3.3330484049544467,3.706820903701869,4.498779910424313,3.745255789599535,4.0885525614538745,4.221297225683105,54.372053519030466,25.841892956577468,33.28218486188779,35.486139586195314,33.52938654587612,34.00786243243145,73.77178135019872,1.5893411e-06,0.0022867045,1.1009561,13.034412,0.30974382,0.30414593,9.084724,48.920883,1.0396925,1.1009561,disco
disco.00016.au,123.046875,61,0.045621153,0.45302948,0.010818246,0.0043434305,-0.35913306,0.31998858,0.51139444,0.5438154,0.51825416,0.5469412,0.5933913,0.4992735,0.47493765,0.43092638,0.43485552,0.50789446,0.49603355,0.5199867,0.29965833,0.30400816,0.2750449,0.27023885,0.28865322,0.274484,0.28855082,0.26719242,0.26215556,0.29452673,0.26497298,0.2979906,-122.92845,178.70895,-64.700905,66.841774,-7.56825,19.049124,6.484146,-12.5776615,26.06893,-11.562971,10.608332,3.4478471,-0.6947823,747.8614402362088,2458.590685703532,1641.2397383708287,9108.544921875,17.18348240268988,9.993497993839195,14.638889166446372,16.999680502809493,16.749762830267017,17.50688091742616,67.84403791702655,4.941197200487107,3.277503083103621,4.248376129793622,4.604684715590329,3.727720769623256,3.322717126462321,4.040646968011442,52.81090119706958,28.19867711019272,34.038804951059895,37.41753047661085,30.25710314061983,28.923415720824018,75.35309487589618,6.5768455e-07,0.00047487897,0.93530715,8.270843,0.26368448,0.41706505,7.794668,42.06083,1.0655761,0.93530715,disco
disco.00020.au,161.4990234375,80,0.028992618,0.26345024,0.006949645,0.002962171,-0.23543344,0.19283321,0.4392575,0.42384362,0.38737294,0.44686964,0.34763268,0.31599078,0.38937315,0.31317768,0.33938977,0.37088075,0.47849008,0.5913733,0.27717012,0.3008763,0.26071405,0.3164168,0.2705843,0.25022602,0.31214938,0.2518528,0.26760265,0.266843,0.29469356,0.3406208,-186.61754,193.65688,-61.02712,55.90445,-4.7938833,0.49285978,15.058231,-11.241489,12.28259,-5.6753855,2.9257474,-1.1845195,-9.398695,720.16568564712,2032.8198627942281,1425.6807436089657,7622.75390625,18.941127723271023,11.799686877035354,16.953167907184053,19.152541516625238,19.54361453551452,19.330919859429937,66.56240640555971,5.835633188020146,3.891160256983998,4.1543912933375085,3.8553631432234425,3.4665484111545473,3.3832208161965025,5.541262678529193,55.54847906224428,34.6583555541459,39.02937403944785,37.634732040490036,31.910279508884518,31.203143428439926,79.77871967462883,4.233493e-07,1.2938936e-05,0.9520755,12.962892,0.32604173,0.34381405,2.913987,15.092861,1.0636598,0.9520755,disco
disco.00018.au,123.046875,52,0.026222056,0.54922616,0.010778176,0.003381077,-0.42136458,0.30234364,0.3912721,0.44913048,0.34660923,0.37627098,0.34468246,0.3235223,0.42737553,0.41505975,0.5021917,0.38318568,0.41126934,0.4426364,0.2740312,0.3260904,0.24894339,0.2973063,0.2855213,0.24207087,0.32280543,0.26904193,0.34103164,0.27102622,0.30517602,0.32030797,-160.89201,161.76587,-52.695656,62.124832,-36.225277,20.6967,12.55,-10.117588,22.977964,-23.047117,12.403479,2.1401181,-3.7746332,698.1030931412135,2867.887271634746,1378.6417543095124,9625.341796875,17.447336269944326,10.410525758544292,15.555021951826399,19.001025485601534,19.34184370915801,18.334611209294223,72.29741791186443,6.196719966646822,3.865060484779957,4.793167111763273,4.785318326228944,4.661683453229431,3.8741776459801764,3.7353294960086374,49.4865046822507,35.11883839391113,35.35766450722015,36.590961581969495,32.69491148412261,34.64665555888425,79.63164437008973,1.7456034e-06,0.0014247375,1.7653319,15.672382,0.3199225,0.42667,3.643578,21.345901,1.2732458,1.7653319,disco
disco.00023.au,114.84375,56,0.043531384,0.48430693,0.0094485255,0.003605646,-0.55713695,0.3357558,0.48747593,0.4653368,0.47533754,0.51569504,0.48114687,0.50377476,0.5026403,0.5410155,0.5019168,0.44323018,0.46852818,0.43579426,0.31407994,0.29336882,0.27151176,0.30486655,0.2857793,0.30971763,0.28148243,0.2969036,0.28936213,0.27616346,0.2999102,0.27307352,-121.2006,158.74927,-69.033615,70.89362,-23.30138,17.81488,3.4469216,-15.9211,21.495855,-20.570415,11.762569,-2.3982642,-7.43947,855.5768889057115,2799.701088841989,1477.886260607898,9646.875,18.070626372063384,11.03844952605271,14.138252933496634,15.886540699815889,15.74654797196627,16.520232118583763,70.12400149399842,5.142541973839416,4.647747437358688,4.6273385976815895,4.453013235570618,3.286365097768466,2.4946520329734074,3.9801320436835947,46.56971538218822,30.805208436971245,32.50634648043747,38.972437548764745,32.69846455895822,26.89286931529721,79.27679083712498,1.9206125e-06,0.0020024905,1.2497603,15.232165,0.2329057,0.48838094,5.689823,34.108147,1.1212835,1.2497603,disco
disco.00022.au,120.18531976744185,60,0.02354654,0.25531217,0.00792943,0.0026628748,-0.32738698,0.36619452,0.4374624,0.47468442,0.5249453,0.49661,0.5348244,0.5565386,0.64672893,0.5356746,0.46384522,0.54406565,0.48159188,0.45813513,0.2783092,0.27283144,0.3166627,0.29386497,0.3168664,0.2979873,0.29204446,0.26524794,0.2544064,0.30514842,0.26629043,0.30315402,-151.8849,139.93407,-56.871044,81.228584,-14.410681,20.857597,4.502829,-7.1170983,24.574303,-19.349777,12.696929,-4.8168616,-1.5200118,881.3629024721331,3084.893876822481,1333.58929250025,9883.740234375,20.830472702557138,10.510198016014995,15.002993140195771,16.19265504175935,15.43684588937683,16.008061342765032,70.82928907118104,5.401060204070521,3.379133981304884,4.142156030612095,4.227809751848598,2.718109980113955,2.6596932658495334,3.986526357452463,50.863623121988844,26.324635390704422,34.10540748016949,34.42959442450707,28.772530407147823,27.710039864737503,79.52179689257119,6.542889e-06,0.009178544,1.0381159,11.292594,0.17386419,0.5457681,4.0871744,48.64393,1.0734122,1.0381159,disco
disco.00021.au,109.95678191489361,46,0.019914648,0.28686187,0.006561607,0.001990912,-0.37370157,0.2629378,0.75341934,0.6127084,0.53726894,0.48304352,0.40708557,0.33441398,0.32890517,0.4518257,0.4270383,0.43770105,0.5131852,0.6230957,0.3063806,0.2769286,0.2804221,0.2870569,0.2612057,0.2312261,0.211608,0.26937315,0.25525883,0.27424854,0.28498122,0.26915818,-193.73584,154.6819,-34.577877,69.81554,-24.796064,25.007366,5.467658,-12.940577,23.889597,-16.869719,13.62966,-1.6983045,-2.4632025,861.9485854047085,3110.77946527097,1806.2231321783208,9280.810546875,16.09574597342037,10.793215173238748,14.09333653826346,17.660410042065077,16.56299777943681,16.509594730877236,66.57894867830795,5.047499257045527,3.455263533110317,3.8742918995101046,4.342456761166094,3.668814959809289,3.2003608347427788,4.137857821375847,50.90892465185492,28.360279406821025,32.64399671206006,35.44151300608695,31.49826588343602,33.84160346889309,74.37959703063412,3.9548186e-06,0.0057305014,1.2463429,8.765563,0.2446784,0.41630858,2.6188405,20.272448,1.1421132,1.2463429,disco
disco.00024.au,129.19921875,63,0.030453414,0.33551204,0.011791036,0.002689181,-0.41826856,0.35267007,0.3296414,0.37983796,0.30591044,0.3749978,0.35808036,0.49682292,0.5589059,0.43564406,0.54564065,0.36088833,0.4114549,0.32488248,0.23667178,0.2832648,0.20941783,0.2990471,0.25640085,0.3093344,0.33343682,0.22429171,0.32473287,0.20440874,0.29875344,0.24526045,-148.17203,170.27686,-60.60414,36.3076,-23.531282,17.394518,3.252717,-11.346676,21.217705,-13.704475,10.667851,-0.3334996,-3.6862588,575.4419150438025,2550.0771468742664,1484.7385327538552,9410.009765625,21.667653575066574,11.49452512155021,15.319779609835146,17.39811447599899,17.963390564389695,17.45460375683857,67.35977132092034,5.957321113222239,3.756761905969809,3.928663238447115,3.8295390536824754,3.095568105252975,2.8901576606742463,3.9928506326508124,47.05271187993621,30.363898472325467,33.687529017669476,40.06056022836354,28.63919909164128,27.774355468686917,74.96096081616622,1.2028022e-06,0.00080029294,0.9526211,7.8024516,0.37490556,0.3835792,4.3585215,44.598465,1.0658866,0.9526211,disco
disco.00025.au,123.046875,61,0.021593897,0.3473808,0.013656516,0.0018142951,-0.4853909,0.28698498,0.5589469,0.5318017,0.4057893,0.32313183,0.29893816,0.43448064,0.37728262,0.41005656,0.42892846,0.377888,0.3998684,0.39177555,0.34771386,0.3255153,0.28194833,0.26634276,0.24946898,0.33840957,0.27156866,0.3160083,0.3197308,0.28467244,0.29722503,0.26232842,-202.9956,168.74622,-50.050323,39.04225,-15.210149,6.4854565,-1.507977,-11.065627,11.441991,-17.160221,6.997528,-4.0313272,-7.1018314,766.9396832279464,2359.8449681379443,1717.9036578571674,9840.673828125,19.374434385974354,11.888243737015891,15.015443344762547,17.440805541375962,17.127310325015788,18.013817123563264,65.065540461976,5.613945131790824,4.173571392495069,4.550889665175751,4.5898683092988035,3.4805285306823173,3.039330502543368,4.841569525025868,55.144501955770465,29.77528233189319,35.50647582802324,42.14736801464172,31.439669599893882,30.065752518639155,75.4898830037717,1.6810915e-06,0.0009762192,1.656441,10.523842,0.34770554,0.35478893,2.7972906,26.140127,1.2361706,1.656441,disco
disco.00026.au,120.18531976744185,58,0.034677584,0.39578217,0.006118097,0.0029393719,-0.34093916,0.27324906,0.41811028,0.41056272,0.48876268,0.4659522,0.47491625,0.55711794,0.49791592,0.5494642,0.48675844,0.48618048,0.4935655,0.41006327,0.28396535,0.2670724,0.30402887,0.28557757,0.29689515,0.32891563,0.27896535,0.31338778,0.2782069,0.29604322,0.30720395,0.25358623,-154.14153,159.4606,-56.132732,70.526085,-17.500435,21.81409,8.612678,-11.130101,21.614504,-16.09373,14.683728,-1.6136311,-5.2195373,937.6285400208526,2783.688656005318,1743.0359818891275,10077.5390625,19.900165613521935,10.221681707742306,14.7559221969431,17.478392553298804,16.980372664430437,16.944693538081154,70.35405353385018,5.75175002836857,3.5878999604059993,4.802292591969997,4.829262565439601,3.9318823518943304,3.1622481879607385,3.9909460407951065,65.70314344290473,28.92484455403508,39.18387291505199,38.488033592071034,30.674634568324144,32.499132910350255,79.85349471595012,1.7994462e-06,0.0017450241,1.3793322,13.143781,0.23726739,0.44191554,3.8769073,24.662697,1.2304481,1.3793322,disco
disco.00028.au,123.046875,60,0.021177314,0.23471422,0.011073942,0.0041399584,-0.44136086,0.3405173,0.47848833,0.5417914,0.6240665,0.57051736,0.5006832,0.50192446,0.50788397,0.5951084,0.5378936,0.5230605,0.53513026,0.4635806,0.29388955,0.2864097,0.28882954,0.27502298,0.2554294,0.2882341,0.25776446,0.2856117,0.2595379,0.2654714,0.2858345,0.2680325,-109.63515,154.39128,-69.70633,68.150444,-27.867882,31.095556,10.411357,-11.214476,27.63603,-18.029451,14.701133,-4.4947443,1.3078018,1029.8991197045789,3024.072770744297,1419.1830145493843,10099.072265625,19.478585566088842,10.31896661891072,13.748549393510316,14.776377515534886,15.39954018031866,15.194000707996853,69.69340640731409,5.3959575261073525,3.4036803418406727,3.87363932418581,3.5424967587997678,2.791617153902805,2.3389118932193047,3.656381368676125,50.74053250696699,24.668020613214672,33.662272948886894,32.15246441227063,26.390819331918383,25.333071023384026,78.01763252826942,4.7961485e-06,0.007283296,1.0305085,9.686344,0.2352766,0.53652227,5.2988043,42.93335,1.1173255,1.0305085,disco
disco.00027.au,109.95678191489361,44,0.023027528,0.1976818,0.010143081,0.0021352991,-0.6680258,0.3253612,0.5933315,0.60238487,0.61897725,0.60331815,0.6194289,0.6086047,0.57547677,0.57039034,0.5968588,0.6292156,0.6172618,0.6161155,0.29253796,0.27574906,0.2780703,0.276463,0.2860203,0.2903733,0.25403675,0.25488698,0.27218172,0.28015208,0.26862982,0.28916028,-231.31265,131.4127,-34.063263,65.8863,0.81527543,30.653078,16.392727,-1.6264541,22.355919,-7.49497,14.062978,1.9674287,2.8021278,1229.1096619474424,2740.531711012737,2302.5658566338493,9711.474609375,16.410017477725443,12.30953971142033,15.262467926501177,15.220775677817583,15.444025110279695,16.875368965341696,65.1317804899439,5.165708251925274,4.332088135769569,4.95086248212794,3.987039602817497,3.275316849869015,3.0363366058217998,4.933807911961407,41.821506155161565,29.081036497275363,34.75839550516923,34.846493381679444,28.183382630168754,29.62557195944182,75.7637695813317,1.555016e-06,0.00012072876,1.7865516,19.383755,0.16026631,0.41167057,3.1001356,27.410711,1.4277201,1.7865516,disco
disco.00029.au,105.46875,47,0.03064915,0.59539455,0.008456998,0.0027617705,-0.43217257,0.30748048,0.35221687,0.40717804,0.3940346,0.4549044,0.5065758,0.47545585,0.51240426,0.4614,0.43563265,0.36639658,0.3496056,0.3479259,0.27828085,0.3039459,0.28151736,0.3189486,0.3387204,0.31861413,0.3275157,0.3000753,0.32903352,0.3008825,0.27262884,0.27464622,-143.09863,161.25034,-66.98303,49.951958,-27.180359,17.56514,5.6610255,-1.692688,22.922699,-20.262175,17.204212,-2.653877,-4.6804314,609.1752135576289,2836.5266766263535,1434.716573880843,10012.939453125,21.6969181779408,11.470737266350419,15.365346079764054,16.51351431287891,16.753275178195,18.381521450589847,70.98323983377944,5.588924846427649,4.229836825431765,4.668368518653106,4.6633546944510345,3.6344114802146907,3.178800182867939,3.6483813639213976,63.99310178465428,33.34822122299748,31.95119904626219,45.082804267314344,31.527019229167728,30.189010614795222,79.74110000051127,2.5996128e-06,0.0031790596,0.9657167,10.5468,0.32572016,0.4450235,4.2827086,32.895885,1.1189171,0.9657167,disco
disco.00030.au,135.99917763157896,61,0.029793175,0.27569628,0.01271764,0.0037108753,-0.33833343,0.38248986,0.5857956,0.5385793,0.6106407,0.5694961,0.5169832,0.44896805,0.49426457,0.50117886,0.5240277,0.5775894,0.5244812,0.60157126,0.28695038,0.2307057,0.273336,0.2538874,0.29084,0.26946297,0.25646955,0.27619922,0.28057042,0.29240257,0.25149736,0.28807372,-123.37713,154.84785,-60.74977,63.981167,-19.254568,23.836071,10.008692,-9.550322,23.029778,-14.440705,11.402204,-3.9511628,0.6419844,838.9560377662499,2868.642405238691,1436.684851714923,9969.873046875,22.0011180680093,10.967308499157593,13.432293715981618,15.403304970840116,16.363415471079577,15.552986750053117,70.9635979403469,6.080283421875946,3.3751295880942287,3.645642626651084,3.7965413423667798,3.0215384292873266,2.3492609556852457,3.7266825596522377,64.2057819587096,24.528115704668295,33.6845926822481,32.92221033754984,30.054982319645724,29.00537828948339,81.05828612256221,1.43572e-06,0.0010602621,0.9870842,11.490948,0.24286398,0.47586548,5.9369826,57.12572,1.0620418,0.9870842,disco
disco.00031.au,123.046875,50,0.02290159,0.38920602,0.00797739,0.002316701,-0.41614303,0.2843948,0.42066133,0.44346172,0.49725237,0.4070948,0.40654734,0.37454215,0.48678368,0.5665301,0.46519968,0.49579877,0.4239136,0.52016217,0.27729672,0.28729603,0.29567963,0.2566541,0.29911298,0.24736023,0.28916955,0.3170784,0.2730787,0.31518555,0.2630481,0.30724216,-154.79152,161.71088,-79.49061,63.30889,-24.86765,18.954092,8.355715,-9.792495,18.287142,-22.695122,14.57789,-5.315973,-6.5683746,616.5578560838958,2759.4396359972066,1273.3842735093053,9776.07421875,15.551672508034281,10.636515031197488,14.57714103047185,16.74868188942096,17.137479897072797,17.58771871350291,70.46690135594802,4.954579063196627,3.8048894490144787,4.2543763921864075,4.2034729867532,3.684866796003459,3.035266977119428,3.1245896741775856,41.43287645400805,27.582333658304012,34.975781948701034,34.562844302567015,33.5636651885275,29.937234923544104,77.67689238836445,1.7499566e-06,0.00027759434,0.9827055,9.60776,0.28692108,0.50786686,2.492763,15.269687,1.0521464,0.9827055,disco
disco.00032.au,109.95678191489361,52,0.022811752,0.36159217,0.012652063,0.0015988518,-0.7087763,0.34855118,0.41389403,0.3413947,0.40061924,0.39636806,0.50171506,0.46376556,0.34675348,0.3535101,0.4403208,0.63306224,0.32456556,0.31698057,0.31474617,0.2594636,0.32136378,0.2787754,0.31771028,0.33583668,0.2718736,0.28469366,0.27930954,0.33155328,0.21858144,0.25153324,-198.5192,163.644,-56.95568,29.74185,-14.5805025,15.7647295,12.668619,-8.256743,10.855045,-13.205812,6.2131057,-0.5264678,-2.6839118,721.1297611084252,2273.630785914064,1631.7765692872856,9323.876953125,19.865591639398154,10.385300152069917,14.893937172767933,18.67735207627949,19.221063501151484,18.944680702067153,67.030416488664,5.82681373711752,3.675249792346389,4.358014145927427,4.961033842759757,4.206710791151898,3.7959432684490384,4.968254196947707,52.765094366047464,34.187054755984384,36.39683355144785,37.59974070465988,35.00671455668135,31.840460840299993,78.0421901000591,1.3041604e-06,0.00023994259,1.6455718,17.256418,0.38584155,0.36739808,2.8873708,26.517384,1.1796687,1.6455718,disco
disco.00033.au,129.19921875,64,0.036935285,0.32933137,0.0071618,0.003273386,-0.36394334,0.23683555,0.5062169,0.37738565,0.39455068,0.35356855,0.48988563,0.65309554,0.4420686,0.4193263,0.3911633,0.52480084,0.408261,0.36509845,0.31865937,0.23925555,0.29522076,0.24261671,0.26726133,0.33182,0.24600704,0.2845644,0.23666145,0.31167614,0.2669391,0.2445287,-147.2746,189.01704,-76.64883,67.38684,-6.357869,11.77272,8.86467,-12.717218,21.627724,-11.264567,10.452116,4.7640247,0.8548736,643.092318904052,2277.0118505176156,1354.657685775847,8118.017578125,17.833865597215297,11.085091380219637,15.649256031940531,18.139439300500662,17.837584781706433,18.850861281169315,69.49273999276555,4.858036354432227,3.840323069064921,4.133684666269804,3.955852678493237,3.2910905553860763,3.5156715356999593,4.664942774000939,44.89043183122366,35.7796305489769,41.17880276724979,43.70002852791461,30.876993894153458,30.85402466793815,78.32290013753465,1.293015e-06,0.0016311517,0.8543391,8.368228,0.28241754,0.42774278,4.352917,19.23974,0.9913513,0.8543391,disco
disco.00034.au,129.19921875,64,0.025384597,0.35602865,0.009080394,0.0028257445,-0.19969703,0.25136438,0.32311183,0.41242895,0.50293386,0.4809525,0.42924693,0.40811816,0.510408,0.4557574,0.36806554,0.38968867,0.3168056,0.35821867,0.23397331,0.27395934,0.32558727,0.3250976,0.31724083,0.2890684,0.31254444,0.30531523,0.2624992,0.2971356,0.229246,0.29058877,-151.54172,154.4524,-65.24663,78.175026,-33.51207,22.13959,9.179308,-15.55246,21.600979,-23.561817,13.641885,-5.9159474,-8.262898,564.936321170284,3067.7848063314254,766.9130619397246,9733.0078125,20.63446230850662,10.231537114305898,15.211319922067664,17.345554094314153,17.266572511876436,16.733899102400773,72.95313689583655,5.489041905298941,3.4925639580573398,4.137046464428664,4.285989719864192,3.7283813260355427,3.2760295114343467,2.4139313513859126,63.002803427096765,26.26215952903985,33.75839873176318,36.81502175409714,31.599158697161393,31.246253784021256,78.40079007676992,1.651274e-06,0.0005586138,0.5411415,5.5659146,0.23608917,0.5256315,2.8493295,16.831535,0.9690507,0.5411415,disco
disco.00035.au,123.046875,59,0.022907851,0.28696913,0.011010166,0.0034461077,-0.39327738,0.40123257,0.3583535,0.38076335,0.4478416,0.5870606,0.48866102,0.53391784,0.5119629,0.45815718,0.4470282,0.4519022,0.54098225,0.38903818,0.23582071,0.249523,0.2595864,0.32133546,0.2792417,0.2906295,0.27118006,0.2640144,0.3109261,0.27187547,0.3111213,0.25130552,-133.73965,148.4642,-58.059093,63.313496,-27.444546,25.603731,8.25585,-10.070228,25.777302,-19.335346,9.302536,-3.7907517,1.6240661,962.3614675187665,3034.084221811925,1512.3363153251103,9991.40625,23.398304244871852,10.32253693946853,14.545362966623815,16.29474180772433,16.351684113074782,16.105137342656242,68.13047492279482,5.561745242191228,3.649331981281748,3.895678580703372,3.8594275618868745,3.066439975925007,2.8802740219451577,4.255249980857762,54.69995143603792,25.165448122861058,30.965886054706758,35.445842064585634,31.096199138990293,28.556239777034275,77.84821009043856,2.6788125e-06,0.002777146,1.0560821,11.647163,0.24720456,0.5027331,4.787478,44.4999,1.1457512,1.0560821,disco
